order_id,return_date,return_reason
104969,2025-06-10,Wrong Item
6327,2024-02-28,Bad Quality
105303,2025-11-13,Wrong Item
2787,2024-11-21,Wrong Item
104868,2025-10-18,Bad Quality
73173,2025-10-07,Bad Quality
70705,2025-09-01,Damaged
74239,2025-11-06,Bad Quality
32821,2025-06-24,Not Needed
114315,2025-06-07,Wrong Item
55397,2025-06-11,Not Needed
18441,2025-10-26,Wrong Item
100930,2025-09-13,Not Needed
57835,2025-05-23,Damaged
48647,2025-05-25,Wrong Item
9779,2025-10-28,Wrong Item
77039,2025-04-28,Wrong Item
28354,2025-11-01,Damaged
68939,2025-11-15,Damaged
52934,2025-11-12,Bad Quality
40870,2024-09-08,Bad Quality
4428,2025-11-24,Damaged
18928,2025-11-28,Damaged
86754,2025-01-20,Bad Quality
102498,2025-10-11,Wrong Item
104154,2024-07-22,Bad Quality
116560,2025-09-11,Wrong Item
100679,2025-07-26,Wrong Item
96635,2025-10-09,Damaged
47969,2025-11-27,Not Needed
114491,2025-09-27,Wrong Item
66738,2024-10-28,Bad Quality
118725,2025-07-24,Damaged
5260,2025-09-20,Not Needed
115743,2025-10-09,Wrong Item
59922,2025-08-05,Wrong Item
51170,2025-08-14,Not Needed
95920,2025-03-17,Wrong Item
68946,2025-09-28,Not Needed
20535,2025-08-23,Wrong Item
49681,2024-10-20,Damaged
4333,2025-11-12,Damaged
76061,2024-05-07,Damaged
116450,2025-08-18,Damaged
111649,2025-11-17,Not Needed
55729,2024-05-27,Wrong Item
98533,2025-03-02,Not Needed
3914,2025-09-20,Wrong Item
13819,2024-06-17,Not Needed
90824,2025-07-08,Not Needed
18249,2025-11-02,Wrong Item
60246,2024-08-05,Damaged
58218,2025-10-15,Bad Quality
77213,2025-09-04,Not Needed
45223,2025-07-17,Damaged
68675,2025-09-20,Wrong Item
102946,2024-03-17,Damaged
47191,2025-08-02,Wrong Item
91098,2025-10-09,Bad Quality
41887,2025-04-18,Wrong Item
74211,2025-09-05,Bad Quality
101031,2025-11-28,Damaged
63925,2025-06-03,Wrong Item
64292,2025-07-28,Damaged
30731,2025-11-08,Wrong Item
23947,2024-12-01,Damaged
10752,2025-01-26,Wrong Item
102864,2025-10-11,Wrong Item
43656,2025-05-17,Bad Quality
86120,2025-01-04,Bad Quality
116930,2024-12-01,Wrong Item
14882,2024-11-22,Wrong Item
64004,2025-05-06,Not Needed
75833,2025-07-08,Damaged
59565,2025-08-13,Bad Quality
20678,2025-10-22,Damaged
66799,2025-07-20,Wrong Item
93760,2025-03-11,Not Needed
66120,2025-07-26,Not Needed
85589,2025-10-01,Not Needed
21723,2025-08-31,Bad Quality
96178,2025-11-25,Damaged
98876,2025-08-28,Bad Quality
75843,2025-11-06,Bad Quality
2122,2025-09-30,Wrong Item
50967,2025-11-10,Not Needed
101471,2025-02-01,Not Needed
52806,2025-10-23,Damaged
15878,2025-11-27,Wrong Item
77351,2024-07-11,Damaged
95773,2025-08-04,Damaged
74566,2025-04-06,Not Needed
29472,2024-10-15,Bad Quality
37124,2024-09-25,Bad Quality
64910,2025-08-09,Not Needed
3350,2025-06-29,Not Needed
18505,2025-03-13,Damaged
42677,2025-08-16,Bad Quality
110402,2024-10-29,Damaged
55567,2025-11-23,Damaged
60284,2025-09-13,Wrong Item
94949,2025-07-28,Damaged
119675,2025-10-05,Not Needed
97825,2025-10-29,Damaged
115508,2025-09-05,Damaged
63795,2025-11-09,Not Needed
30347,2025-10-08,Wrong Item
60183,2025-11-07,Bad Quality
31060,2024-09-09,Not Needed
52875,2024-10-29,Wrong Item
73512,2025-06-16,Damaged
101417,2025-04-10,Not Needed
88926,2025-03-11,Wrong Item
51656,2024-08-15,Not Needed
10082,2025-02-27,Damaged
64031,2025-01-07,Bad Quality
97585,2025-11-16,Not Needed
84147,2025-01-03,Damaged
48012,2025-08-08,Damaged
98074,2024-12-04,Bad Quality
18924,2025-04-13,Damaged
101806,2025-06-23,Bad Quality
57895,2025-10-24,Wrong Item
15882,2025-10-19,Bad Quality
24751,2024-08-16,Not Needed
17674,2025-11-08,Damaged
14472,2025-11-24,Not Needed
115060,2025-07-14,Wrong Item
34104,2025-08-29,Wrong Item
52720,2025-07-11,Bad Quality
15293,2025-10-04,Wrong Item
84317,2025-05-29,Damaged
25147,2025-11-13,Damaged
98358,2025-08-08,Wrong Item
64592,2025-05-09,Bad Quality
95126,2024-08-13,Bad Quality
58960,2025-09-16,Not Needed
54422,2025-06-14,Damaged
41765,2025-03-25,Wrong Item
44988,2025-04-30,Not Needed
30964,2025-02-21,Bad Quality
32764,2025-05-30,Damaged
8624,2025-04-27,Not Needed
14117,2025-11-26,Bad Quality
22630,2025-05-31,Bad Quality
44114,2025-06-25,Wrong Item
41410,2025-06-07,Bad Quality
77548,2025-09-17,Not Needed
20557,2025-10-18,Wrong Item
30928,2025-02-03,Wrong Item
99435,2025-03-08,Not Needed
107145,2025-06-28,Wrong Item
118337,2025-10-26,Bad Quality
67149,2025-04-09,Damaged
97131,2025-08-02,Bad Quality
62980,2025-07-09,Not Needed
40719,2025-11-19,Damaged
10035,2025-08-29,Not Needed
50687,2025-11-21,Not Needed
25095,2025-06-07,Damaged
105591,2025-05-17,Not Needed
39817,2024-12-05,Bad Quality
91741,2025-11-09,Not Needed
63498,2025-11-14,Bad Quality
16638,2025-11-13,Wrong Item
22429,2025-09-08,Wrong Item
49633,2025-09-23,Wrong Item
40426,2025-02-05,Wrong Item
88002,2025-04-23,Damaged
104682,2025-04-29,Bad Quality
54485,2025-11-15,Wrong Item
26876,2025-11-09,Damaged
10180,2024-10-11,Damaged
56009,2025-01-18,Wrong Item
80194,2025-09-07,Wrong Item
49692,2025-08-08,Damaged
82841,2024-05-12,Not Needed
112700,2025-08-30,Not Needed
119852,2025-06-28,Wrong Item
80518,2024-06-22,Wrong Item
92659,2025-11-08,Wrong Item
5690,2025-03-14,Bad Quality
96903,2025-06-20,Bad Quality
110715,2025-05-08,Damaged
14801,2025-09-02,Not Needed
84525,2025-11-20,Not Needed
81585,2025-09-26,Wrong Item
112827,2025-10-03,Damaged
23451,2024-11-14,Not Needed
116548,2024-09-23,Bad Quality
92592,2025-06-18,Bad Quality
115098,2025-03-22,Damaged
118672,2025-03-31,Wrong Item
62799,2025-02-08,Damaged
88437,2025-04-23,Not Needed
85771,2024-05-24,Damaged
47770,2024-11-29,Wrong Item
87922,2025-01-12,Not Needed
70325,2025-06-09,Not Needed
69184,2025-09-09,Not Needed
35185,2025-02-05,Not Needed
31638,2025-05-15,Wrong Item
96126,2025-06-23,Damaged
104847,2024-05-26,Damaged
27930,2024-08-12,Bad Quality
23637,2025-11-27,Damaged
49852,2025-06-14,Wrong Item
104984,2025-11-16,Not Needed
60807,2025-05-19,Wrong Item
44463,2025-08-04,Bad Quality
56360,2024-05-11,Damaged
44774,2024-07-24,Bad Quality
67171,2025-10-01,Damaged
81209,2025-09-22,Damaged
97734,2024-10-10,Not Needed
103343,2025-10-26,Damaged
80334,2024-11-18,Wrong Item
39608,2025-09-15,Not Needed
102339,2025-11-22,Damaged
66349,2025-11-18,Damaged
11679,2025-07-12,Damaged
41711,2025-04-26,Not Needed
8781,2024-12-07,Wrong Item
58005,2025-09-02,Not Needed
35224,2025-09-05,Damaged
37835,2025-06-13,Not Needed
26708,2025-07-21,Wrong Item
79438,2025-02-02,Not Needed
77399,2025-05-19,Not Needed
8101,2024-11-18,Damaged
105498,2025-11-15,Bad Quality
87752,2025-08-04,Bad Quality
51126,2025-08-08,Bad Quality
11532,2025-09-20,Damaged
12992,2025-10-16,Wrong Item
29584,2025-07-17,Wrong Item
7715,2025-09-24,Bad Quality
118052,2025-07-15,Wrong Item
118485,2025-08-13,Bad Quality
45620,2025-08-01,Wrong Item
39059,2024-07-21,Not Needed
85429,2025-09-29,Damaged
80277,2025-08-21,Damaged
45163,2025-04-18,Not Needed
100493,2025-06-24,Not Needed
50410,2024-07-16,Bad Quality
61200,2025-11-17,Wrong Item
60739,2025-10-24,Bad Quality
19330,2025-07-22,Wrong Item
73017,2024-08-26,Not Needed
11349,2025-10-30,Wrong Item
47690,2025-02-12,Bad Quality
15978,2024-06-30,Not Needed
78840,2025-08-25,Wrong Item
56523,2025-05-31,Damaged
99166,2025-06-24,Wrong Item
9688,2025-01-02,Wrong Item
116733,2024-11-23,Wrong Item
94652,2025-11-21,Wrong Item
21029,2025-04-05,Not Needed
20754,2025-11-22,Wrong Item
73279,2024-11-28,Not Needed
106978,2025-11-04,Bad Quality
59102,2024-12-18,Damaged
100907,2025-07-12,Wrong Item
7971,2025-06-29,Damaged
22026,2025-04-30,Wrong Item
75149,2025-10-07,Bad Quality
38281,2025-06-18,Not Needed
42106,2025-10-01,Damaged
48841,2025-08-08,Damaged
65984,2025-07-09,Bad Quality
58936,2025-05-16,Not Needed
89906,2024-11-17,Wrong Item
81228,2025-02-13,Not Needed
23229,2025-10-14,Not Needed
66630,2025-11-05,Damaged
115433,2025-05-26,Not Needed
100991,2025-09-08,Bad Quality
18403,2025-10-28,Bad Quality
72813,2024-07-15,Not Needed
62898,2025-10-22,Wrong Item
105922,2025-11-16,Damaged
69165,2025-07-23,Wrong Item
40563,2025-08-13,Wrong Item
111684,2024-09-16,Wrong Item
104858,2025-09-14,Wrong Item
43007,2025-04-24,Damaged
3478,2025-07-30,Damaged
64593,2025-10-04,Wrong Item
41079,2025-09-06,Damaged
57200,2025-10-17,Wrong Item
87477,2025-11-24,Wrong Item
60439,2025-01-16,Bad Quality
50595,2025-11-18,Not Needed
94365,2025-09-07,Wrong Item
114745,2025-03-31,Wrong Item
46471,2025-10-25,Damaged
9494,2025-03-09,Not Needed
40050,2025-11-15,Damaged
95320,2025-05-08,Bad Quality
95108,2024-10-25,Not Needed
21336,2025-11-08,Not Needed
88381,2025-01-23,Bad Quality
119581,2025-05-10,Damaged
26274,2025-05-01,Wrong Item
101726,2025-10-31,Wrong Item
48572,2025-02-11,Not Needed
104877,2024-04-26,Wrong Item
29513,2025-01-23,Not Needed
58091,2025-08-29,Bad Quality
95280,2025-01-17,Wrong Item
34191,2025-07-07,Damaged
87544,2025-06-15,Wrong Item
64455,2025-07-12,Bad Quality
43095,2025-03-17,Damaged
62925,2024-08-27,Wrong Item
53611,2024-03-24,Not Needed
103304,2025-07-29,Damaged
86834,2025-07-12,Not Needed
98308,2025-04-11,Bad Quality
78404,2025-06-20,Wrong Item
75193,2025-05-03,Damaged
50792,2025-06-05,Bad Quality
58365,2025-11-14,Bad Quality
55575,2024-04-17,Bad Quality
116081,2025-10-05,Not Needed
47861,2025-11-08,Damaged
53767,2025-05-15,Bad Quality
108840,2024-01-05,Not Needed
28932,2024-12-14,Not Needed
17719,2025-09-01,Damaged
14229,2024-10-30,Bad Quality
52419,2025-05-18,Not Needed
45913,2025-09-15,Not Needed
60554,2025-02-17,Wrong Item
13765,2025-07-19,Wrong Item
113050,2025-06-21,Damaged
97313,2025-09-03,Wrong Item
33762,2025-03-01,Damaged
40197,2025-10-23,Bad Quality
105281,2025-11-22,Bad Quality
2350,2025-08-28,Not Needed
81028,2025-08-18,Bad Quality
75692,2025-05-24,Not Needed
100740,2025-03-11,Wrong Item
26834,2025-09-24,Bad Quality
45361,2025-07-24,Wrong Item
97641,2025-11-26,Bad Quality
113543,2025-11-03,Not Needed
94541,2025-08-16,Not Needed
59059,2024-10-04,Wrong Item
92825,2025-02-13,Wrong Item
51013,2024-03-20,Bad Quality
60777,2025-06-03,Wrong Item
89568,2024-12-30,Damaged
109341,2025-08-12,Bad Quality
3120,2025-10-15,Not Needed
66904,2025-08-06,Wrong Item
67680,2025-08-15,Not Needed
51264,2024-08-20,Wrong Item
2256,2024-12-17,Damaged
93985,2025-05-23,Not Needed
28481,2025-04-18,Damaged
64231,2024-12-14,Damaged
6045,2025-10-18,Wrong Item
17303,2024-08-07,Damaged
92707,2025-07-16,Bad Quality
95864,2025-02-17,Damaged
86833,2025-11-07,Wrong Item
45431,2025-02-18,Bad Quality
13142,2025-10-26,Wrong Item
64497,2025-11-26,Bad Quality
117803,2025-08-15,Not Needed
71864,2025-06-20,Damaged
22664,2025-10-25,Wrong Item
35677,2025-06-13,Not Needed
96269,2025-09-28,Wrong Item
4328,2025-11-15,Bad Quality
10443,2025-09-29,Damaged
98411,2025-10-07,Wrong Item
53550,2025-11-19,Not Needed
356,2025-09-20,Damaged
21248,2025-09-24,Damaged
24060,2025-06-24,Bad Quality
52118,2025-04-23,Bad Quality
72425,2025-05-26,Damaged
32028,2025-05-29,Damaged
91404,2025-11-27,Damaged
76520,2025-11-08,Not Needed
22535,2025-08-01,Damaged
10582,2025-08-24,Damaged
76641,2025-10-29,Wrong Item
15604,2025-05-03,Not Needed
59398,2024-12-11,Not Needed
29356,2025-11-01,Wrong Item
108654,2025-11-16,Not Needed
19662,2024-05-27,Not Needed
6700,2025-10-12,Damaged
56542,2025-05-10,Wrong Item
114925,2025-07-19,Bad Quality
28496,2025-11-23,Not Needed
68487,2025-06-08,Bad Quality
42680,2025-11-16,Not Needed
115341,2025-11-22,Wrong Item
91219,2025-09-23,Bad Quality
49287,2025-11-25,Not Needed
103988,2025-07-23,Damaged
112727,2024-09-19,Damaged
25423,2025-05-12,Bad Quality
89517,2025-10-14,Not Needed
10203,2025-10-21,Wrong Item
110721,2025-11-02,Wrong Item
74965,2025-09-21,Not Needed
116197,2025-10-17,Wrong Item
113592,2025-11-23,Bad Quality
93631,2025-11-13,Not Needed
96969,2025-11-23,Wrong Item
20124,2025-03-04,Bad Quality
97422,2025-08-27,Not Needed
36663,2024-11-30,Damaged
109167,2025-08-14,Not Needed
83624,2025-05-10,Not Needed
98380,2025-06-21,Wrong Item
72181,2025-09-05,Bad Quality
17740,2025-09-22,Not Needed
100704,2025-08-05,Not Needed
117858,2025-10-10,Wrong Item
16828,2025-01-01,Wrong Item
38654,2025-05-14,Damaged
31168,2025-11-28,Wrong Item
9426,2025-09-03,Wrong Item
111032,2025-10-01,Not Needed
28490,2025-11-02,Damaged
112639,2025-03-10,Not Needed
48692,2025-09-11,Damaged
42372,2025-10-09,Bad Quality
85433,2025-10-25,Not Needed
100858,2025-02-01,Wrong Item
29285,2025-09-22,Not Needed
104251,2025-11-28,Bad Quality
10695,2025-09-17,Damaged
74492,2025-07-15,Not Needed
4581,2025-01-11,Wrong Item
91384,2025-03-24,Bad Quality
112754,2024-10-16,Damaged
51899,2025-11-14,Bad Quality
71647,2025-09-05,Not Needed
47201,2025-02-16,Damaged
12998,2025-04-22,Bad Quality
37842,2025-09-30,Wrong Item
8669,2024-09-10,Not Needed
46721,2025-07-02,Damaged
74869,2025-08-01,Wrong Item
72992,2025-06-03,Bad Quality
43244,2024-11-10,Damaged
71986,2025-08-15,Not Needed
2271,2024-12-20,Bad Quality
52130,2025-07-16,Wrong Item
38134,2025-08-14,Bad Quality
95074,2024-03-30,Not Needed
49193,2025-09-02,Damaged
35592,2024-04-13,Wrong Item
51969,2025-10-26,Wrong Item
63564,2025-06-29,Wrong Item
95275,2025-10-22,Wrong Item
25656,2025-09-23,Wrong Item
59694,2025-11-10,Bad Quality
89093,2025-10-31,Wrong Item
61457,2025-11-06,Wrong Item
110652,2025-02-21,Wrong Item
115624,2025-10-10,Damaged
104409,2025-11-21,Not Needed
107397,2025-11-13,Bad Quality
70684,2025-05-05,Damaged
80923,2025-05-22,Not Needed
14963,2025-11-28,Wrong Item
51024,2025-04-19,Damaged
11725,2025-11-18,Not Needed
11540,2025-03-28,Wrong Item
4715,2025-10-05,Bad Quality
47157,2024-12-10,Damaged
38585,2024-10-01,Not Needed
94886,2025-11-13,Not Needed
9705,2025-05-17,Damaged
32092,2025-02-03,Wrong Item
101065,2024-11-18,Wrong Item
87356,2024-12-12,Bad Quality
38734,2025-11-28,Damaged
71147,2025-06-09,Bad Quality
87145,2025-08-20,Damaged
97579,2025-09-24,Not Needed
53391,2024-05-18,Not Needed
96024,2025-10-31,Bad Quality
113175,2025-11-16,Bad Quality
64813,2024-04-09,Damaged
65010,2025-09-02,Damaged
109604,2025-04-04,Bad Quality
5141,2025-03-16,Bad Quality
63792,2025-08-04,Bad Quality
50068,2025-05-09,Damaged
22500,2025-02-27,Not Needed
26912,2025-04-10,Not Needed
100638,2025-10-20,Not Needed
90275,2025-05-09,Not Needed
66106,2025-06-04,Bad Quality
44261,2025-06-29,Damaged
22461,2025-06-30,Not Needed
41738,2025-10-03,Not Needed
107954,2025-05-18,Wrong Item
27521,2025-09-09,Not Needed
12136,2024-12-22,Bad Quality
24937,2025-09-08,Not Needed
39345,2024-08-05,Damaged
47084,2025-10-29,Wrong Item
28295,2025-04-18,Damaged
105414,2025-08-31,Wrong Item
78689,2025-11-24,Bad Quality
76280,2025-07-03,Damaged
14595,2025-04-02,Damaged
46506,2025-07-04,Damaged
16948,2025-03-11,Not Needed
22754,2024-07-13,Bad Quality
106451,2025-11-01,Not Needed
83822,2024-10-02,Not Needed
78099,2025-11-21,Damaged
20322,2025-11-07,Wrong Item
91927,2025-10-23,Not Needed
52891,2025-02-09,Damaged
82829,2025-10-29,Bad Quality
7701,2025-07-05,Wrong Item
100018,2025-10-04,Bad Quality
93388,2025-11-02,Damaged
8203,2025-02-24,Not Needed
32866,2024-04-22,Wrong Item
105064,2025-04-28,Not Needed
25765,2025-05-05,Bad Quality
6429,2025-04-14,Damaged
85360,2025-11-05,Wrong Item
10104,2025-10-21,Not Needed
31185,2025-02-12,Not Needed
113690,2025-01-06,Damaged
101931,2025-09-27,Wrong Item
81738,2025-01-08,Wrong Item
47250,2025-08-19,Wrong Item
77161,2024-07-02,Bad Quality
23974,2024-02-14,Not Needed
8679,2025-05-31,Bad Quality
11065,2025-11-25,Wrong Item
67001,2025-07-03,Damaged
24543,2025-10-15,Damaged
108764,2024-08-26,Bad Quality
46029,2024-12-27,Not Needed
61928,2025-04-03,Bad Quality
90659,2025-01-24,Wrong Item
41775,2025-07-22,Bad Quality
63598,2025-08-28,Not Needed
107072,2025-06-26,Damaged
15667,2025-01-18,Damaged
75103,2025-11-27,Damaged
23279,2024-10-25,Wrong Item
75142,2025-09-22,Bad Quality
31600,2025-10-27,Wrong Item
65008,2025-06-25,Wrong Item
72786,2025-11-16,Not Needed
45122,2025-05-18,Bad Quality
84397,2025-09-01,Damaged
28135,2025-10-08,Bad Quality
83838,2024-04-04,Not Needed
103074,2024-10-23,Damaged
27693,2025-10-07,Bad Quality
17103,2025-11-12,Not Needed
10396,2025-09-23,Wrong Item
28113,2025-07-21,Bad Quality
1415,2025-04-24,Not Needed
90355,2025-11-26,Bad Quality
47353,2025-10-24,Bad Quality
119826,2025-03-24,Bad Quality
19368,2025-10-28,Wrong Item
20699,2025-03-10,Not Needed
31651,2025-02-17,Damaged
43104,2024-08-04,Wrong Item
48965,2025-03-02,Bad Quality
56028,2024-05-28,Damaged
56479,2025-08-16,Damaged
106775,2025-07-25,Wrong Item
32753,2025-10-07,Wrong Item
18151,2025-04-09,Bad Quality
118462,2025-10-30,Bad Quality
54907,2025-08-29,Not Needed
56242,2025-09-03,Bad Quality
81726,2025-09-20,Bad Quality
68207,2025-08-04,Damaged
49951,2025-03-22,Wrong Item
107437,2025-08-11,Wrong Item
108991,2025-11-26,Bad Quality
86557,2025-08-22,Bad Quality
51525,2025-10-12,Damaged
96578,2025-06-29,Damaged
70494,2024-07-20,Not Needed
51217,2025-08-05,Bad Quality
16665,2025-07-08,Not Needed
117532,2025-10-20,Wrong Item
16074,2025-10-01,Wrong Item
112173,2025-09-15,Wrong Item
27146,2025-07-25,Bad Quality
119097,2024-12-07,Not Needed
18126,2025-07-24,Damaged
1901,2025-11-19,Not Needed
60245,2025-06-04,Not Needed
83354,2025-03-06,Wrong Item
47153,2025-11-17,Not Needed
60378,2025-11-16,Bad Quality
66026,2025-07-06,Damaged
95875,2025-11-20,Bad Quality
41576,2025-11-26,Wrong Item
54896,2025-11-19,Bad Quality
66474,2025-11-15,Wrong Item
239,2025-05-07,Wrong Item
67725,2025-06-12,Wrong Item
118402,2024-07-08,Damaged
103250,2025-01-15,Damaged
58034,2025-11-17,Not Needed
73721,2025-08-22,Wrong Item
23439,2025-08-20,Wrong Item
108649,2025-10-31,Bad Quality
36631,2024-10-11,Not Needed
2982,2025-11-14,Not Needed
81833,2025-09-10,Not Needed
79001,2025-06-02,Not Needed
90085,2024-10-22,Wrong Item
62321,2024-03-25,Damaged
61730,2025-11-23,Not Needed
112946,2024-05-26,Wrong Item
97964,2025-04-10,Bad Quality
26058,2025-01-26,Wrong Item
103911,2025-03-25,Bad Quality
95637,2025-04-15,Wrong Item
94381,2025-08-11,Wrong Item
108836,2025-05-22,Not Needed
68125,2025-11-25,Wrong Item
63723,2025-11-07,Bad Quality
117371,2025-11-25,Bad Quality
111506,2025-09-11,Bad Quality
5380,2025-08-16,Bad Quality
102505,2025-11-11,Not Needed
72782,2025-09-28,Damaged
79179,2025-09-27,Bad Quality
6772,2025-07-08,Not Needed
18627,2025-05-26,Damaged
9708,2025-10-30,Not Needed
87585,2025-03-31,Bad Quality
67807,2025-10-31,Wrong Item
16735,2025-09-28,Damaged
81575,2025-05-08,Not Needed
116604,2025-11-15,Bad Quality
26994,2024-08-20,Wrong Item
62924,2025-07-17,Wrong Item
29692,2025-06-20,Damaged
10686,2025-02-18,Bad Quality
18832,2025-11-07,Not Needed
54329,2024-10-13,Bad Quality
72709,2025-11-06,Wrong Item
90194,2025-10-11,Damaged
116763,2025-06-03,Damaged
118934,2025-11-02,Damaged
54849,2025-04-18,Not Needed
1069,2025-11-06,Damaged
55701,2025-09-13,Damaged
19854,2025-06-26,Not Needed
45342,2025-05-13,Bad Quality
73063,2025-01-14,Not Needed
104508,2025-10-07,Bad Quality
52032,2025-11-23,Wrong Item
11378,2025-07-20,Damaged
101038,2025-11-27,Wrong Item
50515,2025-04-13,Wrong Item
15227,2025-10-10,Not Needed
62209,2025-11-17,Not Needed
11880,2025-09-01,Wrong Item
81077,2025-11-26,Bad Quality
57672,2024-12-11,Bad Quality
8633,2024-11-16,Not Needed
89726,2025-03-25,Bad Quality
73450,2025-07-18,Wrong Item
61910,2025-10-19,Not Needed
26200,2025-01-20,Wrong Item
79606,2025-05-31,Not Needed
66633,2025-06-19,Bad Quality
70649,2025-11-20,Not Needed
83692,2025-11-06,Not Needed
15154,2025-10-10,Wrong Item
83421,2025-11-14,Wrong Item
54889,2025-04-12,Not Needed
91932,2025-08-06,Wrong Item
73235,2025-01-16,Bad Quality
38819,2025-11-25,Bad Quality
118419,2025-10-25,Wrong Item
47187,2025-01-17,Bad Quality
52195,2025-04-30,Wrong Item
54440,2025-11-05,Not Needed
59780,2025-11-09,Damaged
68051,2025-03-28,Wrong Item
86946,2024-10-30,Wrong Item
79189,2025-07-01,Damaged
108341,2025-07-16,Wrong Item
3632,2025-05-05,Bad Quality
113129,2025-10-20,Wrong Item
74820,2024-08-18,Damaged
59048,2025-04-24,Damaged
69776,2025-11-14,Damaged
6849,2025-03-06,Bad Quality
51021,2025-06-08,Bad Quality
48693,2025-10-20,Damaged
19013,2024-12-21,Wrong Item
93216,2025-08-13,Bad Quality
89947,2025-09-27,Damaged
107927,2025-11-22,Not Needed
40262,2025-11-01,Damaged
16830,2025-01-16,Bad Quality
39360,2025-07-07,Wrong Item
113232,2025-03-03,Wrong Item
110561,2024-05-01,Bad Quality
8951,2025-07-15,Wrong Item
118930,2025-10-29,Not Needed
29566,2025-01-07,Wrong Item
14351,2024-07-23,Damaged
47974,2025-04-13,Not Needed
59553,2025-06-21,Damaged
88765,2025-08-10,Not Needed
119928,2025-05-11,Damaged
111302,2025-04-27,Damaged
101513,2025-07-03,Wrong Item
78430,2025-10-31,Damaged
80132,2025-10-14,Not Needed
51786,2025-08-21,Wrong Item
6852,2025-09-30,Not Needed
50525,2025-06-12,Wrong Item
94620,2025-11-25,Wrong Item
84770,2025-11-17,Not Needed
76963,2025-10-10,Wrong Item
47790,2025-06-10,Bad Quality
42540,2025-08-23,Bad Quality
16516,2025-05-02,Wrong Item
2847,2025-07-28,Wrong Item
51618,2025-06-04,Bad Quality
115813,2024-09-22,Not Needed
43068,2025-11-22,Damaged
11402,2025-07-11,Not Needed
84910,2025-11-21,Not Needed
8065,2025-04-14,Damaged
54654,2024-10-27,Not Needed
85056,2025-07-21,Bad Quality
53543,2025-11-16,Damaged
47358,2025-03-25,Not Needed
88063,2025-07-25,Bad Quality
102332,2025-07-16,Wrong Item
60863,2025-10-25,Not Needed
31896,2025-10-09,Not Needed
42240,2025-11-25,Bad Quality
89248,2024-11-10,Damaged
49206,2025-10-18,Damaged
64819,2025-11-18,Bad Quality
4411,2025-07-27,Not Needed
87455,2025-02-24,Wrong Item
2772,2025-03-04,Damaged
95867,2025-09-07,Wrong Item
83796,2024-11-01,Not Needed
4930,2025-10-06,Not Needed
110111,2025-05-22,Bad Quality
24256,2025-03-08,Not Needed
99898,2025-08-06,Wrong Item
35785,2024-02-21,Not Needed
42285,2025-06-16,Wrong Item
59986,2024-12-02,Damaged
29759,2025-05-30,Wrong Item
95051,2025-11-09,Damaged
45421,2024-08-12,Wrong Item
117257,2025-05-10,Not Needed
75473,2024-10-31,Wrong Item
109867,2024-04-28,Bad Quality
28571,2024-12-10,Wrong Item
33616,2025-11-24,Wrong Item
94842,2024-12-28,Wrong Item
41460,2025-08-28,Bad Quality
70408,2025-11-22,Bad Quality
4956,2025-05-23,Bad Quality
118079,2024-11-12,Not Needed
61096,2025-04-22,Wrong Item
116509,2025-11-26,Damaged
52994,2025-10-29,Wrong Item
111548,2024-10-03,Wrong Item
84061,2025-01-30,Not Needed
6980,2025-09-04,Damaged
29745,2025-10-30,Not Needed
26064,2025-10-11,Damaged
67983,2025-08-28,Wrong Item
97744,2025-11-17,Wrong Item
47795,2024-12-14,Damaged
38792,2025-09-08,Not Needed
67105,2025-11-12,Not Needed
12118,2025-09-16,Damaged
7382,2025-07-15,Damaged
94481,2025-09-16,Wrong Item
16772,2025-08-26,Bad Quality
31821,2024-11-21,Damaged
80086,2025-10-06,Not Needed
51883,2024-06-23,Damaged
116206,2024-08-31,Damaged
4763,2025-10-16,Not Needed
46725,2025-09-17,Wrong Item
18003,2025-10-05,Damaged
19557,2025-10-10,Bad Quality
7893,2025-11-21,Wrong Item
42723,2024-11-21,Bad Quality
18462,2025-04-11,Wrong Item
24882,2025-11-09,Wrong Item
63025,2025-08-31,Not Needed
5568,2025-11-16,Bad Quality
37791,2024-10-30,Wrong Item
20052,2024-10-07,Not Needed
98372,2025-06-23,Bad Quality
46814,2025-06-18,Bad Quality
18762,2025-04-01,Bad Quality
64079,2025-09-15,Bad Quality
116452,2025-03-19,Not Needed
43419,2025-04-23,Not Needed
35029,2024-03-31,Wrong Item
57186,2025-07-05,Bad Quality
9132,2025-07-11,Wrong Item
16313,2025-06-12,Wrong Item
16086,2025-08-29,Damaged
26278,2025-09-18,Not Needed
5709,2025-04-20,Damaged
119936,2025-11-18,Bad Quality
89904,2025-08-05,Damaged
78714,2025-10-27,Not Needed
109690,2024-10-23,Bad Quality
26313,2025-10-23,Not Needed
83230,2025-09-15,Not Needed
19224,2025-10-30,Not Needed
79981,2025-11-23,Damaged
98143,2025-05-18,Not Needed
23285,2025-03-25,Wrong Item
7148,2025-11-21,Wrong Item
14534,2025-10-18,Damaged
30254,2025-05-11,Not Needed
60426,2025-11-19,Not Needed
58675,2024-07-26,Wrong Item
25821,2024-12-20,Not Needed
9004,2025-10-26,Wrong Item
93085,2024-04-04,Not Needed
7679,2025-09-29,Damaged
116858,2025-11-10,Damaged
92371,2025-06-22,Damaged
88430,2025-02-21,Wrong Item
7125,2025-09-25,Damaged
96098,2025-04-25,Not Needed
61460,2025-11-15,Not Needed
31880,2024-04-14,Not Needed
